Nx_nodes= 41, Ny_nodes= 41
X	Y	U	V	P
5.000000e-02	2.000000e-01	-1.579264e-02	2.669386e-02	9.900717e-04
7.500000e-02	2.000000e-01	-3.045081e-02	4.190453e-02	6.899120e-04
1.000000e-01	2.000000e-01	-4.837392e-02	5.864769e-02	2.731671e-04
1.250000e-01	2.000000e-01	-6.945519e-02	7.660904e-02	-3.311755e-04
1.500000e-01	2.000000e-01	-9.344792e-02	9.493853e-02	-1.198864e-03
1.750000e-01	2.000000e-01	-1.197334e-01	1.124466e-01	-2.409471e-03
2.000000e-01	2.000000e-01	-1.473368e-01	1.277660e-01	-4.030010e-03
2.250000e-01	2.000000e-01	-1.750949e-01	1.395832e-01	-6.094071e-03
2.500000e-01	2.000000e-01	-2.018791e-01	1.469071e-01	-8.586533e-03
2.750000e-01	2.000000e-01	-2.267647e-01	1.492292e-01	-1.143958e-02
3.000000e-01	2.000000e-01	-2.490981e-01	1.465146e-01	-1.454024e-02
3.250000e-01	2.000000e-01	-2.684957e-01	1.390882e-01	-1.774578e-02
3.500000e-01	2.000000e-01	-2.848206e-01	1.275034e-01	-2.090189e-02
3.750000e-01	2.000000e-01	-2.981482e-01	1.124256e-01	-2.385962e-02
4.000000e-01	2.000000e-01	-3.087157e-01	9.453491e-02	-2.648810e-02
4.250000e-01	2.000000e-01	-3.168580e-01	7.445215e-02	-2.868203e-02
4.500000e-01	2.000000e-01	-3.229446e-01	5.269560e-02	-3.036417e-02
4.750000e-01	2.000000e-01	-3.273253e-01	2.966805e-02	-3.148441e-02
5.000000e-01	2.000000e-01	-3.302885e-01	5.669067e-03	-3.201698e-02
5.250000e-01	2.000000e-01	-3.320281e-01	-1.907407e-02	-3.195726e-02
5.500000e-01	2.000000e-01	-3.326140e-01	-4.436098e-02	-3.131913e-02
5.750000e-01	2.000000e-01	-3.319598e-01	-6.995892e-02	-3.013366e-02
6.000000e-01	2.000000e-01	-3.297845e-01	-9.552759e-02	-2.844929e-02
6.250000e-01	2.000000e-01	-3.255720e-01	-1.205257e-01	-2.633385e-02
6.500000e-01	2.000000e-01	-3.185400e-01	-1.441020e-01	-2.387803e-02
6.750000e-01	2.000000e-01	-3.076427e-01	-1.649857e-01	-2.119931e-02
7.000000e-01	2.000000e-01	-2.916458e-01	-1.814107e-01	-1.844393e-02
7.250000e-01	2.000000e-01	-2.693200e-01	-1.911411e-01	-1.578326e-02
7.500000e-01	2.000000e-01	-2.397976e-01	-1.916931e-01	-1.339956e-02
7.750000e-01	2.000000e-01	-2.031006e-01	-1.808735e-01	-1.145788e-02
8.000000e-01	2.000000e-01	-1.607627e-01	-1.577112e-01	-1.006686e-02
8.250000e-01	2.000000e-01	-1.162769e-01	-1.236539e-01	-9.242562e-03
8.500000e-01	2.000000e-01	-7.482193e-02	-8.337294e-02	-8.898493e-03
8.750000e-01	2.000000e-01	-4.161870e-02	-4.391339e-02	-8.876894e-03
9.000000e-01	2.000000e-01	-1.929456e-02	-1.177990e-02	-9.010521e-03
9.250000e-01	2.000000e-01	-6.798957e-03	9.541026e-03	-9.179544e-03
9.500000e-01	2.000000e-01	-1.250858e-03	1.905416e-02	-9.323537e-03
9.750000e-01	2.000000e-01	2.061406e-04	1.622856e-02	-9.414277e-03
1.000000e+00	2.000000e-01	0.000000e+00	5.818416e-03	-1.027858e-02
0.000000e+00	2.250000e-01	0.000000e+00	5.851063e-03	6.864738e-04
2.500000e-02	2.250000e-01	-6.408052e-03	2.163773e-02	1.237206e-03
5.000000e-02	2.250000e-01	-1.963683e-02	4.078413e-02	9.108904e-04
7.500000e-02	2.250000e-01	-3.688848e-02	5.960523e-02	5.221132e-04
1.000000e-01	2.250000e-01	-5.728591e-02	7.949693e-02	-5.307131e-05
1.250000e-01	2.250000e-01	-8.053183e-02	1.003286e-01	-9.136301e-04
1.500000e-01	2.250000e-01	-1.061612e-01	1.209786e-01	-2.154735e-03
1.750000e-01	2.250000e-01	-1.333379e-01	1.399034e-01	-3.863735e-03
2.000000e-01	2.250000e-01	-1.609462e-01	1.555103e-01	-6.098992e-03
2.250000e-01	2.250000e-01	-1.878012e-01	1.664702e-01	-8.867927e-03
2.500000e-01	2.250000e-01	-2.128551e-01	1.719576e-01	-1.211591e-02
2.750000e-01	2.250000e-01	-2.353200e-01	1.717237e-01	-1.573000e-02
3.000000e-01	2.250000e-01	-2.547075e-01	1.660141e-01	-1.955483e-02
3.250000e-01	2.250000e-01	-2.708261e-01	1.554238e-01	-2.341485e-02
3.500000e-01	2.250000e-01	-2.837555e-01	1.407477e-01	-2.713656e-02
3.750000e-01	2.250000e-01	-2.937908e-01	1.228422e-01	-3.056601e-02
4.000000e-01	2.250000e-01	-3.013626e-01	1.025084e-01	-3.357920e-02
4.250000e-01	2.250000e-01	-3.069546e-01	8.041680e-02	-3.608505e-02
4.500000e-01	2.250000e-01	-3.110378e-01	5.707436e-02	-3.802326e-02
4.750000e-01	2.250000e-01	-3.140264e-01	3.282871e-02	-3.935914e-02
5.000000e-01	2.250000e-01	-3.162538e-01	7.893981e-03	-4.007784e-02
5.250000e-01	2.250000e-01	-3.179597e-01	-1.761183e-02	-4.017899e-02
5.500000e-01	2.250000e-01	-3.192786e-01	-4.362354e-02	-3.967275e-02
5.750000e-01	2.250000e-01	-3.202186e-01	-7.007883e-02	-3.857717e-02
6.000000e-01	2.250000e-01	-3.206250e-01	-9.685507e-02	-3.691768e-02
6.250000e-01	2.250000e-01	-3.201233e-01	-1.236832e-01	-3.472878e-02
6.500000e-01	2.250000e-01	-3.180485e-01	-1.500294e-01	-3.205902e-02
6.750000e-01	2.250000e-01	-3.133775e-01	-1.749432e-01	-2.897956e-02
7.000000e-01	2.250000e-01	-3.047029e-01	-1.968912e-01	-2.559608e-02
7.250000e-01	2.250000e-01	-2.903084e-01	-2.136289e-01	-2.206116e-02
7.500000e-01	2.250000e-01	-2.684236e-01	-2.222166e-01	-1.858067e-02
7.750000e-01	2.250000e-01	-2.377346e-01	-2.193420e-01	-1.540337e-02
8.000000e-01	2.250000e-01	-1.981762e-01	-2.021587e-01	-1.278188e-02
8.250000e-01	2.250000e-01	-1.518833e-01	-1.697861e-01	-1.090411e-02
8.500000e-01	2.250000e-01	-1.038324e-01	-1.252018e-01	-9.819188e-03
8.750000e-01	2.250000e-01	-6.113395e-02	-7.612075e-02	-9.407036e-03
9.000000e-01	2.250000e-01	-2.990075e-02	-3.250287e-02	-9.427273e-03
9.250000e-01	2.250000e-01	-1.141607e-02	-1.478399e-03	-9.631221e-03
9.500000e-01	2.250000e-01	-2.672244e-03	1.455677e-02	-9.852548e-03
9.750000e-01	2.250000e-01	6.494694e-05	1.527135e-02	-1.000846e-02
1.000000e+00	2.250000e-01	0.000000e+00	5.883572e-03	-1.084075e-02
0.000000e+00	2.500000e-01	0.000000e+00	9.394331e-03	4.537781e-04
2.500000e-02	2.500000e-01	-7.625840e-03	3.235472e-02	9.471023e-04
5.000000e-02	2.500000e-01	-2.283471e-02	5.716808e-02	5.545273e-04
7.500000e-02	2.500000e-01	-4.209974e-02	7.954810e-02	5.041963e-05
1.000000e-01	2.500000e-01	-6.424402e-02	1.022864e-01	-7.300538e-04
1.250000e-01	2.500000e-01	-8.877219e-02	1.254808e-01	-1.911730e-03
1.500000e-01	2.500000e-01	-1.150235e-01	1.477422e-01	-3.603561e-03
1.750000e-01	2.500000e-01	-1.420062e-01	1.672305e-01	-5.890419e-03
2.000000e-01	2.500000e-01	-1.685423e-01	1.822294e-01	-8.808432e-03
2.250000e-01	2.500000e-01	-1.934892e-01	1.914933e-01	-1.232509e-02
2.500000e-01	2.500000e-01	-2.159178e-01	1.944282e-01	-1.633565e-02
2.750000e-01	2.500000e-01	-2.352059e-01	1.910849e-01	-2.067684e-02
3.000000e-01	2.500000e-01	-2.510687e-01	1.820248e-01	-2.515220e-02
3.250000e-01	2.500000e-01	-2.635473e-01	1.681410e-01	-2.956066e-02
3.500000e-01	2.500000e-01	-2.729561e-01	1.504735e-01	-3.372096e-02
3.750000e-01	2.500000e-01	-2.797880e-01	1.300384e-01	-3.748700e-02
4.000000e-01	2.500000e-01	-2.846091e-01	1.077046e-01	-4.075292e-02
4.250000e-01	2.500000e-01	-2.879712e-01	8.413339e-02	-4.345028e-02
4.500000e-01	2.500000e-01	-2.903576e-01	5.977336e-02	-4.554085e-02
4.750000e-01	2.500000e-01	-2.921605e-01	3.488980e-02	-4.700828e-02
5.000000e-01	2.500000e-01	-2.936816e-01	9.607916e-03	-4.785061e-02
5.250000e-01	2.500000e-01	-2.951422e-01	-1.604406e-02	-4.807433e-02
5.500000e-01	2.500000e-01	-2.966924e-01	-4.209730e-02	-4.769005e-02
5.750000e-01	2.500000e-01	-2.984080e-01	-6.860826e-02	-4.670944e-02
6.000000e-01	2.500000e-01	-3.002672e-01	-9.561923e-02	-4.514362e-02
6.250000e-01	2.500000e-01	-3.020970e-01	-1.230991e-01	-4.300322e-02
6.500000e-01	2.500000e-01	-3.034883e-01	-1.508453e-01	-4.030161e-02
6.750000e-01	2.500000e-01	-3.036803e-01	-1.783293e-01	-3.706275e-02
7.000000e-01	2.500000e-01	-3.014424e-01	-2.044785e-01	-3.333587e-02
7.250000e-01	2.500000e-01	-2.950048e-01	-2.274197e-01	-2.921756e-02
7.500000e-01	2.500000e-01	-2.821308e-01	-2.442669e-01	-2.487811e-02
7.750000e-01	2.500000e-01	-2.604546e-01	-2.511216e-01	-2.058068e-02
8.000000e-01	2.500000e-01	-2.282095e-01	-2.435637e-01	-1.667171e-02
8.250000e-01	2.500000e-01	-1.854003e-01	-2.179994e-01	-1.351715e-02
8.500000e-01	2.500000e-01	-1.352231e-01	-1.741244e-01	-1.138033e-02
8.750000e-01	2.500000e-01	-8.486803e-02	-1.178476e-01	-1.029454e-02
9.000000e-01	2.500000e-01	-4.370111e-02	-6.150057e-02	-1.002784e-02
9.250000e-01	2.500000e-01	-1.748388e-02	-1.769049e-02	-1.020120e-02
9.500000e-01	2.500000e-01	-4.538291e-03	7.569300e-03	-1.048992e-02
9.750000e-01	2.500000e-01	-1.368444e-04	1.355402e-02	-1.071691e-02
1.000000e+00	2.500000e-01	0.000000e+00	5.883362e-03	-1.151221e-02
0.000000e+00	2.750000e-01	0.000000e+00	1.347391e-02	-1.298049e-04
2.500000e-02	2.750000e-01	-8.490210e-03	4.446660e-02	3.031314e-04
5.000000e-02	2.750000e-01	-2.508612e-02	7.525264e-02	-1.619041e-04
7.500000e-02	2.750000e-01	-4.566096e-02	1.010099e-01	-8.068771e-04
1.000000e-01	2.750000e-01	-6.874732e-02	1.261657e-01	-1.833115e-03
1.250000e-01	2.750000e-01	-9.365908e-02	1.511056e-01	-3.385948e-03
1.500000e-01	2.750000e-01	-1.195819e-01	1.742112e-01	-5.579715e-03
1.750000e-01	2.750000e-01	-1.454364e-01	1.934221e-01	-8.484946e-03
2.000000e-01	2.750000e-01	-1.700519e-01	2.069945e-01	-1.210241e-02
2.250000e-01	2.750000e-01	-1.923814e-01	2.138479e-01	-1.634878e-02
2.500000e-01	2.750000e-01	-2.116552e-01	2.136777e-01	-2.106349e-02
2.750000e-01	2.750000e-01	-2.274572e-01	2.068789e-01	-2.603419e-02
3.000000e-01	2.750000e-01	-2.397419e-01	1.943606e-01	-3.103129e-02
3.250000e-01	2.750000e-01	-2.487946e-01	1.773169e-01	-3.584108e-02
3.500000e-01	2.750000e-01	-2.551345e-01	1.569946e-01	-4.028880e-02
3.750000e-01	2.750000e-01	-2.593871e-01	1.345017e-01	-4.424830e-02
4.000000e-01	2.750000e-01	-2.621685e-01	1.106983e-01	-4.763989e-02
4.250000e-01	2.750000e-01	-2.640107e-01	8.617202e-02	-5.042119e-02
4.500000e-01	2.750000e-01	-2.653303e-01	6.127035e-02	-5.257600e-02
4.750000e-01	2.750000e-01	-2.664326e-01	3.615924e-02	-5.410437e-02
5.000000e-01	2.750000e-01	-2.675340e-01	1.088184e-02	-5.501512e-02
5.250000e-01	2.750000e-01	-2.687911e-01	-1.459530e-02	-5.532066e-02
5.500000e-01	2.750000e-01	-2.703248e-01	-4.035238e-02	-5.503345e-02
5.750000e-01	2.750000e-01	-2.722328e-01	-6.649917e-02	-5.416334e-02
6.000000e-01	2.750000e-01	-2.745823e-01	-9.316173e-02	-5.271540e-02
6.250000e-01	2.750000e-01	-2.773762e-01	-1.204584e-01	-5.068841e-02
6.500000e-01	2.750000e-01	-2.804794e-01	-1.484430e-01	-4.807500e-02
6.750000e-01	2.750000e-01	-2.834984e-01	-1.769865e-01	-4.486555e-02
7.000000e-01	2.750000e-01	-2.856145e-01	-2.055648e-01	-4.105910e-02
7.250000e-01	2.750000e-01	-2.854006e-01	-2.329394e-01	-3.668529e-02
7.500000e-01	2.750000e-01	-2.807008e-01	-2.567662e-01	-3.183978e-02
7.750000e-01	2.750000e-01	-2.687076e-01	-2.732633e-01	-2.672871e-02
8.000000e-01	2.750000e-01	-2.464262e-01	-2.772137e-01	-2.170237e-02
8.250000e-01	2.750000e-01	-2.117217e-01	-2.627737e-01	-1.723752e-02
8.500000e-01	2.750000e-01	-1.650417e-01	-2.257358e-01	-1.382260e-02
8.750000e-01	2.750000e-01	-1.114632e-01	-1.676449e-01	-1.175096e-02
9.000000e-01	2.750000e-01	-6.135535e-02	-9.988944e-02	-1.094128e-02
9.250000e-01	2.750000e-01	-2.579061e-02	-4.064387e-02	-1.095723e-02
9.500000e-01	2.750000e-01	-7.272235e-03	-2.793690e-03	-1.128169e-02
9.750000e-01	2.750000e-01	-5.352045e-04	1.073101e-02	-1.158354e-02
1.000000e+00	2.750000e-01	0.000000e+00	5.746727e-03	-1.233888e-02
0.000000e+00	3.000000e-01	0.000000e+00	1.788197e-02	-1.124791e-03
2.500000e-02	3.000000e-01	-8.900291e-03	5.743586e-02	-7.536539e-04
5.000000e-02	3.000000e-01	-2.618948e-02	9.433433e-02	-1.294906e-03
7.500000e-02	3.000000e-01	-4.731624e-02	1.232056e-01	-2.100470e-03
1.000000e-01	3.000000e-01	-7.054034e-02	1.502819e-01	-3.399832e-03
1.250000e-01	3.000000e-01	-9.500301e-02	1.763138e-01	-5.350977e-03
1.500000e-01	3.000000e-01	-1.197881e-01	1.995192e-01	-8.063899e-03
1.750000e-01	3.000000e-01	-1.437957e-01	2.177014e-01	-1.158342e-02
2.000000e-01	3.000000e-01	-1.659235e-01	2.291765e-01	-1.586474e-02
2.250000e-01	3.000000e-01	-1.852671e-01	2.330998e-01	-2.076792e-02
2.500000e-01	3.000000e-01	-2.012536e-01	2.295083e-01	-2.607753e-02
2.750000e-01	3.000000e-01	-2.137003e-01	2.191769e-01	-3.154013e-02
3.000000e-01	3.000000e-01	-2.228040e-01	2.033681e-01	-3.690638e-02
3.250000e-01	3.000000e-01	-2.290594e-01	1.835403e-01	-4.196501e-02
3.500000e-01	3.000000e-01	-2.331210e-01	1.610730e-01	-4.656062e-02
3.750000e-01	3.000000e-01	-2.356597e-01	1.370796e-01	-5.059504e-02
4.000000e-01	3.000000e-01	-2.372581e-01	1.123354e-01	-5.401720e-02
4.250000e-01	3.000000e-01	-2.383612e-01	8.730246e-02	-5.680896e-02
4.500000e-01	3.000000e-01	-2.392733e-01	6.220247e-02	-5.897181e-02
4.750000e-01	3.000000e-01	-2.401854e-01	3.710044e-02	-6.051719e-02
5.000000e-01	3.000000e-01	-2.412138e-01	1.197302e-02	-6.146026e-02
5.250000e-01	3.000000e-01	-2.424369e-01	-1.324705e-02	-6.181644e-02
5.500000e-01	3.000000e-01	-2.439259e-01	-3.864991e-02	-6.159927e-02
5.750000e-01	3.000000e-01	-2.457632e-01	-6.434553e-02	-6.081868e-02
6.000000e-01	3.000000e-01	-2.480496e-01	-9.047108e-02	-5.947903e-02
6.250000e-01	3.000000e-01	-2.508901e-01	-1.171978e-01	-5.757669e-02
6.500000e-01	3.000000e-01	-2.543509e-01	-1.447194e-01	-5.509781e-02
6.750000e-01	3.000000e-01	-2.583656e-01	-1.731912e-01	-5.201767e-02
7.000000e-01	3.000000e-01	-2.625757e-01	-2.025739e-01	-4.830496e-02
7.250000e-01	3.000000e-01	-2.661001e-01	-2.323316e-01	-4.393628e-02
7.500000e-01	3.000000e-01	-2.672767e-01	-2.609588e-01	-3.892773e-02
7.750000e-01	3.000000e-01	-2.634898e-01	-2.853958e-01	-3.338847e-02
8.000000e-01	3.000000e-01	-2.512861e-01	-3.005499e-01	-2.758837e-02
8.250000e-01	3.000000e-01	-2.270553e-01	-2.993846e-01	-2.200391e-02
8.500000e-01	3.000000e-01	-1.885644e-01	-2.743841e-01	-1.727009e-02
8.750000e-01	3.000000e-01	-1.374755e-01	-2.215356e-01	-1.397039e-02
9.000000e-01	3.000000e-01	-8.211820e-02	-1.471752e-01	-1.231934e-02
9.250000e-01	3.000000e-01	-3.680157e-02	-7.177589e-02	-1.198093e-02
9.500000e-01	3.000000e-01	-1.113225e-02	-1.768910e-02	-1.227557e-02
9.750000e-01	3.000000e-01	-1.208022e-03	6.279985e-03	-1.265110e-02
1.000000e+00	3.000000e-01	0.000000e+00	5.348158e-03	-1.336539e-02
0.000000e+00	3.250000e-01	0.000000e+00	2.237208e-02	-2.555150e-03
2.500000e-02	3.250000e-01	-8.805792e-03	7.065202e-02	-2.245190e-03
5.000000e-02	3.250000e-01	-2.605617e-02	1.136650e-01	-2.862217e-03
7.500000e-02	3.250000e-01	-4.698426e-02	1.453580e-01	-3.838496e-03
1.000000e-01	3.250000e-01	-6.960357e-02	1.738508e-01	-5.420750e-03
1.250000e-01	3.250000e-01	-9.290697e-02	2.003528e-01	-7.770588e-03
1.500000e-01	3.250000e-01	-1.159299e-01	2.230046e-01	-1.098429e-02
1.750000e-01	3.250000e-01	-1.376130e-01	2.395594e-01	-1.507217e-02
2.000000e-01	3.250000e-01	-1.569721e-01	2.484689e-01	-1.993839e-02
2.250000e-01	3.250000e-01	-1.732807e-01	2.491822e-01	-2.538687e-02
2.500000e-01	3.250000e-01	-1.861818e-01	2.421161e-01	-3.115463e-02
2.750000e-01	3.250000e-01	-1.957218e-01	2.284354e-01	-3.696002e-02
3.000000e-01	3.250000e-01	-2.023025e-01	2.097264e-01	-4.254913e-02
3.250000e-01	3.250000e-01	-2.065573e-01	1.876410e-01	-4.772636e-02
3.500000e-01	3.250000e-01	-2.091898e-01	1.636024e-01	-5.236392e-02
3.750000e-01	3.250000e-01	-2.108358e-01	1.386465e-01	-5.639381e-02
4.000000e-01	3.250000e-01	-2.119849e-01	1.134076e-01	-5.979099e-02
4.250000e-01	3.250000e-01	-2.129615e-01	8.819479e-02	-6.255605e-02
4.500000e-01	3.250000e-01	-2.139494e-01	6.310205e-02	-6.470189e-02
4.750000e-01	3.250000e-01	-2.150339e-01	3.810694e-02	-6.624552e-02
5.000000e-01	3.250000e-01	-2.162467e-01	1.314016e-02	-6.720388e-02
5.250000e-01	3.250000e-01	-2.176019e-01	-1.187682e-02	-6.759228e-02
5.500000e-01	3.250000e-01	-2.191231e-01	-3.702011e-02	-6.742379e-02
5.750000e-01	3.250000e-01	-2.208618e-01	-6.236996e-02	-6.670858e-02
6.000000e-01	3.250000e-01	-2.229091e-01	-8.802986e-02	-6.545256e-02
6.250000e-01	3.250000e-01	-2.253994e-01	-1.141526e-01	-6.365495e-02
6.500000e-01	3.250000e-01	-2.284968e-01	-1.409636e-01	-6.130484e-02
6.750000e-01	3.250000e-01	-2.323453e-01	-1.687584e-01	-5.837749e-02
7.000000e-01	3.250000e-01	-2.369536e-01	-1.978276e-01	-5.483253e-02
7.250000e-01	3.250000e-01	-2.419835e-01	-2.282363e-01	-5.061865e-02
7.500000e-01	3.250000e-01	-2.464373e-01	-2.593752e-01	-4.569349e-02
7.750000e-01	3.250000e-01	-2.483107e-01	-2.892532e-01	-4.006959e-02
8.000000e-01	3.250000e-01	-2.443889e-01	-3.136479e-01	-3.389351e-02
8.250000e-01	3.250000e-01	-2.304840e-01	-3.254958e-01	-2.754146e-02
8.500000e-01	3.250000e-01	-2.025025e-01	-3.153165e-01	-2.166421e-02
8.750000e-01	3.250000e-01	-1.587444e-01	-2.740924e-01	-1.706068e-02
9.000000e-01	3.250000e-01	-1.035506e-01	-2.005650e-01	-1.431194e-02
9.250000e-01	3.250000e-01	-5.045298e-02	-1.116317e-01	-1.337067e-02
9.500000e-01	3.250000e-01	-1.621308e-02	-3.838980e-02	-1.352281e-02
9.750000e-01	3.250000e-01	-2.195328e-03	-4.027884e-04	-1.396044e-02
1.000000e+00	3.250000e-01	0.000000e+00	4.538705e-03	-1.463284e-02
0.000000e+00	3.500000e-01	0.000000e+00	2.668611e-02	-4.401927e-03
2.500000e-02	3.500000e-01	-8.208531e-03	8.348892e-02	-4.150169e-03
5.000000e-02	3.500000e-01	-2.470518e-02	1.325102e-01	-4.837238e-03
7.500000e-02	3.500000e-01	-4.473848e-02	1.667512e-01	-5.982746e-03
1.000000e-01	3.500000e-01	-6.611243e-02	1.962038e-01	-7.838834e-03
1.250000e-01	3.500000e-01	-8.769720e-02	2.226406e-01	-1.056186e-02
1.500000e-01	3.500000e-01	-1.085281e-01	2.442268e-01	-1.422694e-02
1.750000e-01	3.500000e-01	-1.276360e-01	2.587465e-01	-1.880499e-02
2.000000e-01	3.500000e-01	-1.441902e-01	2.648483e-01	-2.414915e-02
2.250000e-01	3.500000e-01	-1.576570e-01	2.623146e-01	-3.001339e-02
2.500000e-01	3.500000e-01	-1.678877e-01	2.519553e-01	-3.609883e-02
2.750000e-01	3.500000e-01	-1.751206e-01	2.353042e-01	-4.211005e-02
3.000000e-01	3.500000e-01	-1.798958e-01	2.142109e-01	-4.780179e-02
3.250000e-01	3.500000e-01	-1.829023e-01	1.904352e-01	-5.300274e-02
3.500000e-01	3.500000e-01	-1.848147e-01	1.653595e-01	-5.761521e-02
3.750000e-01	3.500000e-01	-1.861776e-01	1.398827e-01	-6.159862e-02
4.000000e-01	3.500000e-01	-1.873601e-01	1.144690e-01	-6.494811e-02
4.250000e-01	3.500000e-01	-1.885669e-01	8.927474e-02	-6.767628e-02
4.500000e-01	3.500000e-01	-1.898799e-01	6.428243e-02	-6.980130e-02
4.750000e-01	3.500000e-01	-1.913082e-01	3.940500e-02	-7.134086e-02
5.000000e-01	3.500000e-01	-1.928291e-01	1.454786e-02	-7.231027e-02
5.250000e-01	3.500000e-01	-1.944176e-01	-1.036418e-02	-7.272249e-02
5.500000e-01	3.500000e-01	-1.960650e-01	-3.538398e-02	-7.258882e-02
5.750000e-01	3.500000e-01	-1.977916e-01	-6.055400e-02	-7.191910e-02
6.000000e-01	3.500000e-01	-1.996582e-01	-8.592843e-02	-7.072111e-02
6.250000e-01	3.500000e-01	-2.017777e-01	-1.116056e-01	-6.899861e-02
6.500000e-01	3.500000e-01	-2.043251e-01	-1.377695e-01	-6.674793e-02
6.750000e-01	3.500000e-01	-2.075279e-01	-1.647309e-01	-6.395298e-02
7.000000e-01	3.500000e-01	-2.116116e-01	-1.929328e-01	-6.057958e-02
7.250000e-01	3.500000e-01	-2.166496e-01	-2.228457e-01	-5.657214e-02
7.500000e-01	3.500000e-01	-2.222764e-01	-2.546299e-01	-5.185991e-02
7.750000e-01	3.500000e-01	-2.272617e-01	-2.874431e-01	-4.638601e-02
8.000000e-01	3.500000e-01	-2.290699e-01	-3.183761e-01	-4.017652e-02
8.250000e-01	3.500000e-01	-2.236872e-01	-3.412710e-01	-3.345590e-02
8.500000e-01	3.500000e-01	-2.061522e-01	-3.461243e-01	-2.676986e-02
8.750000e-01	3.500000e-01	-1.723083e-01	-3.204885e-01	-2.098943e-02
9.000000e-01	3.500000e-01	-1.223130e-01	-2.554680e-01	-1.701860e-02
9.250000e-01	3.500000e-01	-6.572386e-02	-1.591150e-01	-1.522980e-02
9.500000e-01	3.500000e-01	-2.255464e-02	-6.594889e-02	-1.508202e-02
9.750000e-01	3.500000e-01	-3.543414e-03	-9.934393e-03	-1.555049e-02
1.000000e+00	3.500000e-01	0.000000e+00	3.152830e-03	-1.617681e-02
0.000000e+00	3.750000e-01	0.000000e+00	3.057943e-02	-6.604197e-03
2.500000e-02	3.750000e-01	-7.155864e-03	9.535504e-02	-6.405239e-03
5.000000e-02	3.750000e-01	-2.224418e-02	1.501934e-01	-7.151165e-03
7.500000e-02	3.750000e-01	-4.077117e-02	1.867645e-01	-8.452887e-03
1.000000e-01	3.750000e-01	-6.037951e-02	2.168097e-01	-1.055685e-02
1.250000e-01	3.750000e-01	-7.983990e-02	2.427698e-01	-1.360659e-02
1.500000e-01	3.750000e-01	-9.822515e-02	2.629459e-01	-1.765140e-02
1.750000e-01	3.750000e-01	-1.146913e-01	2.752251e-01	-2.262237e-02
2.000000e-01	3.750000e-01	-1.285778e-01	2.784947e-01	-2.832650e-02
2.250000e-01	3.750000e-01	-1.395377e-01	2.728854e-01	-3.447783e-02
2.500000e-01	3.750000e-01	-1.475971e-01	2.595862e-01	-4.075476e-02
2.750000e-01	3.750000e-01	-1.531271e-01	2.404507e-01	-4.686094e-02
3.000000e-01	3.750000e-01	-1.567292e-01	2.175159e-01	-5.256871e-02
3.250000e-01	3.750000e-01	-1.590730e-01	1.925679e-01	-5.773423e-02
3.500000e-01	3.750000e-01	-1.607490e-01	1.668858e-01	-6.228763e-02
3.750000e-01	3.750000e-01	-1.621850e-01	1.412001e-01	-6.621011e-02
4.000000e-01	3.750000e-01	-1.636322e-01	1.158049e-01	-6.951017e-02
4.250000e-01	3.750000e-01	-1.651969e-01	9.072238e-02	-7.220626e-02
4.500000e-01	3.750000e-01	-1.668921e-01	6.585089e-02	-7.431701e-02
4.750000e-01	3.750000e-01	-1.686840e-01	4.106324e-02	-7.585763e-02
5.000000e-01	3.750000e-01	-1.705261e-01	1.625627e-02	-7.683982e-02
5.250000e-01	3.750000e-01	-1.723788e-01	-8.634596e-03	-7.727313e-02
5.500000e-01	3.750000e-01	-1.742187e-01	-3.364020e-02	-7.716639e-02
5.750000e-01	3.750000e-01	-1.760439e-01	-5.877141e-02	-7.652856e-02
6.000000e-01	3.750000e-01	-1.778821e-01	-8.403880e-02	-7.536874e-02
6.250000e-01	3.750000e-01	-1.798028e-01	-1.094812e-01	-7.369488e-02
6.500000e-01	3.750000e-01	-1.819382e-01	-1.352094e-01	-7.151112e-02
6.750000e-01	3.750000e-01	-1.845031e-01	-1.614684e-01	-6.881298e-02
7.000000e-01	3.750000e-01	-1.877932e-01	-1.887029e-01	-6.558034e-02
7.250000e-01	3.750000e-01	-1.921160e-01	-2.175690e-01	-6.176918e-02
7.500000e-01	3.750000e-01	-1.975827e-01	-2.487612e-01	-5.730685e-02
7.750000e-01	3.750000e-01	-2.037019e-01	-2.824584e-01	-5.210241e-02
8.000000e-01	3.750000e-01	-2.088081e-01	-3.172217e-01	-4.609319e-02
8.250000e-01	3.750000e-01	-2.095538e-01	-3.484132e-01	-3.935156e-02
8.500000e-01	3.750000e-01	-2.009219e-01	-3.666957e-01	-3.224830e-02
8.750000e-01	3.750000e-01	-1.773567e-01	-3.579322e-01	-2.558050e-02
9.000000e-01	3.750000e-01	-1.357000e-01	-3.071505e-01	-2.044003e-02
9.250000e-01	3.750000e-01	-8.055381e-02	-2.113913e-01	-1.763893e-02
9.500000e-01	3.750000e-01	-3.017045e-02	-1.005720e-01	-1.701367e-02
9.750000e-01	3.750000e-01	-5.254827e-03	-2.295850e-02	-1.744852e-02
1.000000e+00	3.750000e-01	0.000000e+00	9.952914e-04	-1.801857e-02
0.000000e+00	4.000000e-01	0.000000e+00	3.384125e-02	-9.066656e-03
2.500000e-02	4.000000e-01	-5.729522e-03	1.057319e-01	-8.912847e-03
5.000000e-02	4.000000e-01	-1.884428e-02	1.661248e-01	-9.701697e-03
